SourceOfWO,Title,RequestTypeName,TierCode,PriorityInterdepart,PriorityInternal,SLAWorkingDays,DueDate,MonitoringEmail,AssigneeEmail,AssignedHours,TenderOrProjectCode,IndicativeValue,ComplexityValue,Remark,ExtWoNo,ProjectCode,SourceDeptCode,EndUser,ReceivedDate,Status
CSI,Tender - KABINET - Server,Tender / RFP,1,High,High,21,01-04-26,suhadi@10creativesolutions.com,,24,QT260000000003499,,,"TENDER PERKHIDMATAN NAIK TARAF SERVER DAN STORAN SERTA PENYELENGGARAAN DAN PENYELENGGARAAN PENGURUSAN PROFIL PENGGUNA (2 SERVER ACTIVE DIRECTORY) BAGI TEMPOH 36 BULAN DI BAHAGIAN KABINET, PERLEMBAGAAN DAN PERHUBUNGAN ANTARA KERAJAAN, JABATAN PERDANA MENTERI",200-11032026-003,,CSI,KABINET,11-03-26,
CSI,Tender - KPKT - Software,Tender / RFP,1,High,High,21,01-04-26,suhadi@10creativesolutions.com,,24,QT260000000000865,,,BTM TENDER 1/2026 - PEROLEHAN PERKHIDMATAN LANGGANAN DAN PEMBAHARUAN LESEN PERISIAN ICT DI KEMENTERIAN PERUMAHAN DAN KERAJAAN TEMPATAN (KPKT) 2026-2029,200-11032026-007,,CSI,KPKT,11-03-26,
CSI,Tender - Consultant - SBAR- SMK Meru - Prebid Meeting,Tender / RFP,1,High,High,1,01-04-26,suhadi@10creativesolutions.com,,24,SMKMeru.Prebid,,,Coordination Meeting,,,CSI,SBAR- SMK Meru,31-03-26,
CSI,Tender - USIM - VDI,Tender / RFP,1,High,High,36,02-04-26,suhadi@10creativesolutions.com,,24,USIMT202600003,,,"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI SERTA MENTAULIAH PERKAKASAN DAN PERISIAN VIRTUAL DESKTOP INFRASTRUCTURE (VDI) DI UNIVERSITI SAINS ISLAM MALAYSIA, BANDAR BARU NILAI NEGERI SEMBILAN",200-26022026-003,,CSI,USIM,25-02-26,
CSI,Tender - UKM - PC,Tender / RFP,1,High,High,29,02-04-26,suhadi@10creativesolutions.com,,24,NETST202600028,,,"PERKHIDMATAN MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENYELENGGARA 686 KOMPUTER SECARA SEWA BELI BAGI TEMPOH EMPAT (4) TAHUN KE KAMPUS BANGI DAN KUALA LUMPUR, UNIVERSITI KEBANGSAAN MALAYSIA",200-04032026-001,,CSI,UKM,04-03-26,
CSI,Tender - Kementerian Ekonomi - GIS,Tender / RFP,1,High,High,16,02-04-26,suhadi@10creativesolutions.com,,24,QT260000000002278,,,TENDER PEMBANGUNAN GEOSPATIAL INFORMATION SYSTEM (GIS) PANGKALAN DATA UTAMA (PADU) DI KEMENTERIAN EKONOMI,200-18032026-001,,CSI,Kementerian Ekonomi,17-03-26,
CSI,Tender - JAB KIMIA - Sistem,Tender / RFP,1,High,High,16,02-04-26,suhadi@10creativesolutions.com,,24,QT260000000007446,,,Penyelenggaraan Sistem dan Aplikasi Sokongan Jabatan Kimia Malaysia,200-18032026-002,,CSI,JAB KIMIA,17-03-26,
CSA,Kajian Pasaran - KBS - Meeting - Info Gathering,Leads / Opportunity,1,High,High,2,02-04-26,suhadi@10creativesolutions.com,,24,,,,KBS Meeting - Info gathering - HCI/ Sangfor solution,,,CSA,KBS,31-03-26,
CSI,Tender - KSM - ICT,Tender / RFP,1,High,High,26,03-04-26,suhadi@10creativesolutions.com,,24,QT260000000002102,,,Tender Perkhidmatan Sokongan Teknikal ICT Pusat Data Kementerian Sumber Manusia Selama 36 Bulan,200-09032026-001,,CSI,KSM,08-03-26,
CSI,Tender - KPT - Kelulusan ,Tender / RFP,1,High,High,26,06-04-26,suhadi@10creativesolutions.com,,24,QT260000000004590,,,TENDER PERMOHONAN KELULUSAN PELANTIKAN JAWATANKUASA BAGI TENDER PEROLEHAN PERALATAN SISTEM RANGKAIAN KAMPUS (WIFI) DALAM MENYOKONG PEMANTAPAN INFRASTRUKTUR ICT KE ARAH PENDIGITALAN PENDIDIKAN TINGGI FASA 2 - PERALATAN RANGKAIAN,200-11032026-008,,CSI,KPT,11-03-26,
CSI,Tender - KPT - Wifi,Tender / RFP,1,High,High,26,06-04-26,suhadi@10creativesolutions.com,,24,QT260000000004572,,,TENDER PEROLEHAN PERALATAN SISTEM RANGKAIAN KAMPUS (WIFI) DALAM MENYOKONG PEMANTAPAN INFRASTRUKTUR ICT KE ARAH PENDIGITALAN PENDIDIKAN TINGGI FASA 2 - PERKABELAN SISTEM RANGKAIAN KAMPUS,200-11032026-009,,CSI,KPT,11-03-26,
CSI,Tender - PGN - ICT,Tender / RFP,1,High,High,26,06-04-26,suhadi@10creativesolutions.com,,24,QT260000000002625,,,"PERKHIDMATAN PENYELENGGARAAN PERALATAN ICT PUSAT DATA GEOSPATIAL BAGI PUSAT GEOSPATIAL NEGARA (PGN), KEMENTERIAN SUMBER ASLI DAN KELESTARIAN ALAM (NRES)",200-12032026-002,,CSI,PGN,11-03-26,
CSI,Tender - KPT - Wifi,Tender / RFP,1,High,High,19,06-04-26,suhadi@10creativesolutions.com,,24,QT260000000004590,,,TENDER PERMOHONAN KELULUSAN PELANTIKAN JAWATANKUASA BAGI TENDER PEROLEHAN PERALATAN SISTEM RANGKAIAN KAMPUS (WIFI) DALAM MENYOKONG PEMANTAPAN INFRASTRUKTUR ICT KE ARAH PENDIGITALAN PENDIDIKAN TINGGI FASA 2 - PERALATAN RANGKAIAN,,,CSI,KPT,18-03-26,
CSI,Tender - AGC - ICT,Tender / RFP,1,High,High,11,07-04-26,suhadi@10creativesolutions.com,,24,QT260000000005435,,,TENDER PERKHIDMATAN PENYEWAAN PERALATAN ICT DI JABATAN PEGUAM NEGARA BAGI TEMPOH 36 BULAN,200-27032026-003,,CSI,JPM,27-03-26,
CSI,Meeting (Others) - SPR - Project Meeting,Project Monitoring,1,High,High,3,07-04-26,suhadi@10creativesolutions.com,,24,,,,MySPR Project Meeting - SPR (HCI),,,CSI,SPR,04-04-26,
CSI,Consultant - HKL - Workshop,Tender / RFP,1,High,High,1,07-04-26,suhadi@10creativesolutions.com,,24,,,,Workshop Project HKL Kajian Pembangunan Semula,,,CSI,HKL,06-04-26,
CSI,Tender - Consultant - SMKPI - Prebid,Tender / RFP,1,High,High,30,09-04-26,suhadi@10creativesolutions.com,,24,SMKPI.Prebid,,,"SMK Puchong Intan 
- RDR (RD RESOURCES SDN BHD) ",,,CSI,SMKPI,10-03-26,
CSI,Tender - USIM - SQL,Tender / RFP,1,High,High,7,09-04-26,suhadi@10creativesolutions.com,,24,USIMS202600024,,,PENYELENGGARAAN DAN KHIDMAT SOKONGAN PERKAKASAN DAN PERISIAN PANGKALAN DATA MS SQL (PENTADBIRAN) BAGI TEMPOH 1 TAHUN,200-02042026-004,,CSI,USIM,02-04-26,
CSI,Tender - BNM - Headphones,Tender / RFP,1,High,High,2,09-04-26,suhadi@10creativesolutions.com,,24,2.60002E+11,,,REQUEST FOR PROPOSAL/QUOTATION - Supply and delivery of headphones,200-07042026-005,,CSI,Bank Negara,07-04-26,
CPO,Meeting (Others) - IDFR - AD Implementation,Project Monitoring,1,High,High,2,09-04-26,suhadi@10creativesolutions.com,,24,TE2551.IDFR-DC,,,Request for Engineer to Attend Sync Active Directory (AD) Microsoft Encarta/,400-20260407-004,,CPO,IDFR,07-04-26,
CSI,Tender - USIM - AI HPC,Tender / RFP,1,High,High,31,10-04-26,suhadi@10creativesolutions.com,,24,USIMT202600004,,,"MEMBEKAL, MEMASANG, MENGUJI DAN MENTAULIAH INFRASTUKTUR HIGH PERFORMANCE COMPUTING (AI HPC) DAN SUPERCOMPUTING LAB UNIVERSITI SAINS ISLAM MALAYSIA",200-11032026-001,,CSI,USIM,10-03-26,
CSI,BIM - HUSM - Update and ammend ICT items (Level 1-7),BIM Postsales Total Solution,1,High,High,7,10-04-26,suhadi@10creativesolutions.com,,40,BIM HUSM,,,Update and ammend ICT items (Level 1-7),,,CSI,HUSM,04-03-26,
CSI,Site Visit - NPRA - Site Visit ,Leads / Opportunity,1,High,High,6,10-04-26,suhadi@10creativesolutions.com,,4,,,,"Site visit to NPRA - DC Renovation
10/4/2026 - 10.00 AM",,,CSI,NPRA,04-04-26,
CSI,Tender - JPM - IBM,Tender / RFP,1,High,High,26,13-04-26,suhadi@10creativesolutions.com,,24,QT260000000004507,,,PEROLEHAN PERKHIDMATAN PEMBAHARUAN LESEN PERISIAN PANGKALAN DATA IBM DB2 BAGI SISTEM PENSION ONLINE WORKFLOW ENVIRONMENT (POWER) GEN.2 (PG2) UNTUK JABATAN PERKHIDMATAN AWAM BAGI TEMPOH 24 BULAN,200-18032026-003,,CSI,JPM,18-03-26,
CSI,Tender - JKSM - Load Balancer,Tender / RFP,1,High,High,6,13-04-26,suhadi@10creativesolutions.com,,24,QT260000000007558,,,PERKHIDMATAN PERISIAN LOAD BALANCER DI JABATAN KEHAKIMAN SYARIAH MALAYSIA (JKSM) BAGI TEMPOH 36 BULAN,200-07042026-002,,CSI,JKSM,07-04-26,
CSI,Tender - Consultant - SMK Meru - ICT Consultant,Tender / RFP,1,High,High,58,14-04-26,suhadi@10creativesolutions.com,,24,SMKMeru.Prebid,,,Tender Consultant,,,CSI,SMK Meru,15-02-26,
CSI,Tender - Consultant - SMK Meru - BIM,Tender / RFP,1,High,High,58,14-04-26,suhadi@10creativesolutions.com,,24,SMKMeru.Prebid.BIM,,,Tender Consultant,,,CSI,SMK Meru,15-02-26,
CSI,*Tender - JDN - MYGOVCLOUD,Tender / RFP,1,High,High,43,14-04-26,suhadi@10creativesolutions.com,,24,QT260000000000152,,,[FTA(CPTPP)] [HIJAU] PEMBANGUNAN CLOUD AVAILABILITY ZONE (CAZ) MELALUI PENINGKATAN INFRASTRUKTUR ICT DAN PENGUKUHAN KESELAMATAN BAGI MEMANTAPKAN PERKHIDMATAN MYGOVCLOUD@PDSA,200-03032026-001,,CSI,JDN,02-03-26,
CSI,BIM - SMKMR - Creating 3D model for SMK Meru Raya (LOD 200),BIM Postsales Total Solution,1,High,High,22,14-04-26,suhadi@10creativesolutions.com,,24,SMKMR,,,Creating 3D model for SMK Meru Raya (LOD 200) for 2 maincon (UCM & SBAR),,,CSI,SMKMR,23-03-26,
CSA,Kajian Pasaran - KBS - Sangfor Proposal,Leads / Opportunity,1,High,High,19,14-04-26,suhadi@10creativesolutions.com,,24,KBS.HCI,,,KBS Sangfor Proposal Discussion,100-20260406-005,,CSA,KBS,26-03-26,
CSA,Kajian Pasaran - KBS - Sangfor Proposal,Leads / Opportunity,1,High,High,19,14-04-26,suhadi@10creativesolutions.com,,24,KBS.HCI,,,KBS Sangfor Proposal Discussion,100-20260406-005,,CSA,KBS,26-03-26,
CSI,Tender - KKR - CIS,Tender / RFP,1,High,High,13,14-04-26,suhadi@10creativesolutions.com,,24,QT260000000005946,,,PENAMBAHBAIKAN SISTEM MAKLUMAT EKSEKUTIF CENTRALISED INFORMATION SYSTEM (CIS) KEPADA SISTEM MAKLUMAT DAN ANALITIK BERSEPADU (NATIONAL CONSTRUCTION CENTRALISED DATA REPOSITORY (NCCDR)) KKR,200-02042026-003,,CSI,KKR,01-04-26,
CSI,Tender - Kementerian Ekonomi - ICT,Tender / RFP,1,High,High,19,15-06-26,suhadi@10creativesolutions.com,,24,QT260000000005382,,,PERKHIDMATAN SEWAAN PERALATAN ICT BAGI TEMPOH 48 BULAN DI KEMENTERIAN EKONOMI,200-27032026-004,,CSI,Kementerian Ekonomi,27-03-26,
CSI,Tender - JPA - Maintenance,Tender / RFP,1,High,High,22,16-06-26,suhadi@10creativesolutions.com,,24,QT260000000001991,,,PEROLEHAN PERKHIDMATAN PEMBAHARUAN LESEN PERISIAN KESELAMATAN DAN PENYENGGARAAN PERKAKASAN RANGKAIAN SERTA KESELAMATAN UNTUK JABATAN PERKHIDMATAN AWAM (JPA) BAGI TEMPOH 36 BULAN,200-11032026-002,,CSI,JPA,27-03-26,
CSI,Tender - KPM Beranang  - ,Tender / RFP,1,High,High,9,16-06-26,suhadi@10creativesolutions.com,,24,,,,"CADANGAN MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI, MENTAULIAH ALATAN MULTIMEDIA DI DEWAN KULIAH, DEWAN BESAR DAN BILIK KULIAH DI KOLEJ PROFESIONAL MARA (KPM) BERANANG, SELANGOR",,,CSI,KPM Beranang ,04-07-26,
CSI,Tender - BNM - Network,Tender / RFP,1,High,High,10,17-04-26,suhadi@10creativesolutions.com,,24,2.60002E+11,,,PROCUREMENT OF NETWORK TECHNOLOGY REFRESH FOR DATA CENTRE AT BANK NEGARA MALAYSIA,200-07042026-004,,CSI,Bank Negara,04-07-26,
CSI,Tender - BNM - Load Balancer,Tender / RFP,1,High,High,10,17-04-26,suhadi@10creativesolutions.com,,24,2.60002E+11,,,Procurement of Load Balancer Tech Refresh In Bank Negara Malaysia.,200-07042026-006,,CSI,Bank Negara,04-07-26,
CSI,Tender - PNM - Maintenance,Tender / RFP,1,High,High,6,20-04-26,suhadi@10creativesolutions.com,,24,QT260000000008174,,,SEBUT HARGA PERKHIDMATAN PENYENGGARAAN PERKAKASAN RANGKAIAN ICT DI PERPUSTAKAAN NEGARA MALAYSIA,200-14042026-001,,CSI,PNM,14-04-26,
CSI,Tender - BHEU - Maintenance,Tender / RFP,1,High,High,6,20-04-26,suhadi@10creativesolutions.com,,24,QT260000000009844,,,PERKHIDMATAN PENYELENGGARAAN RANGKAIAN BANGUNAN BHEUU BAGI TAHUN 2026 - 2029,200-14042026-002,,CSI,BHEU,14-04-26,
CSI,Tender - SPA - Maintenance,Tender / RFP,1,High,High,14,21-04-26,suhadi@10creativesolutions.com,,24,QT260000000007507,,,PERKHIDMATAN PENYELENGGARAAN DAN PENAMBAHBAIKAN SISTEM PENILAIAN KOMPETENSI BERSEPADU (MYASSESSMENT) SERTA MODUL PROFILING BAGI PEPERIKSAAN PSIKOMETRIK (PSEE) DI SURUHANJAYA PERKHIDMATAN AWAM MALAYSIA,200-07042026-001,,CSI,SPA,04-07-26,
CSI,Tender - HSA - HIS,Tender / RFP,1,High,High,42,22-04-26,suhadi@10creativesolutions.com,,24,QT260000000002181,,,"[FTA(CPTPP)] TENDER PERKHIDMATAN SOKONGAN OPERASI DAN PENYELENGGARAAN BAGI PERKAKASAN, PERISIAN, APLIKASI DAN RANGKAIAN UNTUK HOSPITAL INFORMATION SYSTEM (HIS), RIS, PACS DAN CCIS SELAMA 36 BULAN DI HOSPITAL SHAH ALAM, SELANGOR, KEMENTERIAN KESIHATAN MALAYSIA",200-11032026-004,,CSI,HSA,03-11-26,
CSI,*Tender - KWSP - EPF Cloud,Tender / RFP,1,High,High,26,22-04-26,suhadi@10creativesolutions.com,,24,Doc5597763652,,,EPF Cloud Contact Centre with AI Capabilities,200-27032026-001,,CSI,KWSP,27-03-26,
CSI,Tender - PETRA - ICT,Tender / RFP,1,High,High,20,22-04-26,suhadi@10creativesolutions.com,,24,QT260000000005579,,,PEROLEHAN PERKHIDMATAN SEWAAN PERALATAN ICT UNTUK KEMENTERIAN PERALIHAN TENAGA DAN TRANSFORMASI AIR (PETRA) TAHUN 2026 HINGGA 2029,200-02042026-002,,CSI,PETRA,02-04-26,
CSI,Tender - KPWKM - WAF,Tender / RFP,1,High,High,21,23-04-26,suhadi@10creativesolutions.com,,24,QT260000000007002,,,"TENDER PERKHIDMATAN PENYEWAAN WEB APPLICATION FIREWALL (WAF) UNTUK KEGUNAAN KEMENTERIAN PEMBANGUNAN WANITA, KELUARGA DAN MASYARAKAT (KPWKM) BAGI TEMPOH 38 BULAN",200-02042026-005,,CSI,KPWKM,03-04-26,
CSI,Tender - NSRC - Dekstop,Tender / RFP,1,High,High,20,23-04-26,suhadi@10creativesolutions.com,,24,QT260000000008845,,,"PEMBEKALAN PERALATAN ICT DESKTOP BAGI KEGUNAAN PEGAWAI PENYIASAT KANAN, PEGAWAI DAN PENOLONG PEGAWAI PENYIASAT NATIONAL SCAM RESPONSE CENTER (NSRC) JSJK",200-03042026-003,,CSI,NSRC,03-04-26,
CSI,Tender - DOSM  - Sistem,Tender / RFP,1,High,High,11,23-04-26,suhadi@10creativesolutions.com,,24,QT260000000007037,,,TENDER PERKHIDMATAN PEMBANGUNAN SEMULA PORTAL RASMI JABATAN PERANGKAAN MALAYSIA,200-09042026-004,,CSI,DOSM ,04-12-26,
CSI,Tender - JANM - Firewall,Tender / RFP,1,High,High,7,23-04-26,suhadi@10creativesolutions.com,,24,QT260000000005934,,,PEROLEHAN PEMBAHARUAN LESEN PERISIAN DAN PERKHIDMATAN PENYENGGARAAN 27 UNIT FIREWALL BAGI JABATAN AKAUNTAN NEGARA MALAYSIA (JANM),200-17042026-001,,CSI,JANM,16-04-26,
CSI,Tender - JTKSM - ICT,Tender / RFP,1,High,High,22,24-04-26,suhadi@10creativesolutions.com,,24,QT260000000005116,,,PERKHIDMATAN SEWAAN PERKAKASAN ICT SECARA SEWA GUNA DI IBU PEJABAT DAN 53 CAWANGAN JABATAN TENAGA KERJA SEMENANJUNG MALAYSIA (JTKSM) SELAMA 54 BULAN,200-02042026-001,,CSI,JTKSM,04-02-26,
CSI,*Tender - KKM - NETWORK,Tender / RFP,1,High,High,40,27-04-26,suhadi@10creativesolutions.com,,24,QT260000000005447,,,[FTA(CPTPP)] NAIK TARAF PERKAKASAN ICT DAN INFRASTRUKTUR RANGKAIAN DI HOSPITAL KEMENTERIAN KESIHATAN MALAYSIA BAGI TEMPOH KONTRAK 36 BULAN (MAKLUMAT LANJUT SILA LAYARI LAMAN SESAWANG: https://www.moh.gov.my) / [TAWARAN PEMBIDA DIBENARKAN DALAM BM/ENG]),200-16032026-001,,CSI,KKM,18-03-26,
CSI,*Tender - NRES - BDA,Tender / RFP,1,High,High,24,24-04-26,suhadi@10creativesolutions.com,,24,QT260000000002637,,,PERKHIDMATAN PENYELENGGARAAN DAN KHIDMAT SOKONGAN BAGI APLIKASI ANALITIK DATA RAYA KEMENTERIAN SUMBER ASLI DAN KELESTARIAN ALAM (BDA NRES),200-03042026-001,,CSI,NRES,04-03-26,
CSI,Tender - UITM - Core Switch,Tender / RFP,1,High,High,20,27-04-26,suhadi@10creativesolutions.com,,24,UITM/B1/PER/T/B/0326/0007,,,"PENGGANTIAN PERKAKASAN UTAMA CORE SWITCH DAN NAIK TARAF TOPOLOGI SISTEM RANGKAIAN DI UNIVERSITI TEKNOLOGI MARA UNTUK KESINAMBUNGAN PERKHIDMATAN SISTEM RANGKAIAN UITM.
Nama Barangan : CORE AND DISTRIBUTION SWITCH

",,,CSI,UITM,04-07-26,
CSI,*Tender - NRES - HCI,Tender / RFP,1,High,High,25,28-04-26,suhadi@10creativesolutions.com,,24,QT260000000003909,,,"[HIJAU] PEROLEHAN MENAIKTARAF INFRASTRUKTUR HYPERCONVERGED, SOKONGAN PUSAT DATA DAN KESELAMATAN RANGKAIAN, KEMENTERIAN SUMBER ASLI DAN KELESTARIAN ALAM (NRES)",200-03042026-002,,CSI,NRES,04-03-26,
CSI,Tender - SPRM - Server,Tender / RFP,1,High,High,17,29-04-26,suhadi@10creativesolutions.com,,24,QT260000000004994,,,TENDER PERKHIDMATAN SEWAAN PERALATAN PELAYAN PUSAT DATA BAGI TEMPOH 60 BULAN DI SURUHANJAYA PENCEGAHAN RASUAH MALAYSIA (SPRM),200-09042026-001,,CSI,SPRM,04-12-26,
CSI,Tender - Kem Ekonomi  - Maintenance,Tender / RFP,1,High,High,17,29-04-26,suhadi@10creativesolutions.com,,24,QT260000000006264,,,PERKHIDMATAN PENYELENGGARAAN TERURUS PUSAT DATA KEMENTERIAN EKONOMI SELAMA TIGA (3) TAHUN,200-09042026-005,,CSI,Kem Ekonomi ,04-12-26,
CSI,Tender - Jabatan Pertanian - Sistem,Tender / RFP,1,High,High,15,29-04-26,suhadi@10creativesolutions.com,,24,QT260000000005006,,,PERKHIDMATAN PEMBANGUNAN SISTEM BERSEPADU RACUN MAKHLUK PEROSAK (myLRMP) UNTUK JABATAN PERTANIAN,200-09042026-003,,CSI,Jabatan Pertanian,14-04-26,
CSI,BIM - SBAR  - Creating W&C Hospital Melaka LOD 200,BIM Presales Total Solution,1,High,High,80,30-04-26,suhadi@10creativesolutions.com,,24,,,,Creating model of LOD 200 for W&C Hospital Melaka in Revit,,,CSI,SBAR ,02-09-26,
CSI,BIM - UCM - Creating W&C Hospital Melaka LOD 200,BIM Presales Total Solution,1,High,High,80,30-04-26,suhadi@10creativesolutions.com,,24,,,,Creating model of LOD 200 for W&C Hospital Melaka in Revit,,,CSI,UCM,02-09-26,
CSI,BIM - SBAR - Creating structure model of W&C (LOD 200),BIM Presales Total Solution,1,High,High,81,30-04-26,suhadi@10creativesolutions.com,,24,,,,Creating structure model of W&C (LOD 200),,,CSI,UCM ,02-08-26,
CSI,Tender - Kementerian Kewangan - ispeks,Tender / RFP,1,High,High,23,30-04-26,suhadi@10creativesolutions.com,,24,QT260000000006838,,,PERKHIDMATAN PENYELENGGARAAN DAN PENAMBAHBAIKAN APLIKASI SISTEM PERAKAUNAN AKRUAN KERAJAAN NEGERI (iSPEKS),200-07042026-003,,CSI,Kementerian Kewangan,04-07-26,
CSI,Tender - JAKOA - Data Lidar ,Tender / RFP,1,High,High,23,30-04-26,suhadi@10creativesolutions.com,,24,QT260000000006791,,,"PERKHIDMATAN PENAWANAN DATA LiDAR DI PERKAMPUNGAN ORANG ASLI NEGERI PERAK, SELANGOR, NEGERI SEMBILAN, JOHOR, KELANTAN, TERENGGANU DAN PAHANG",200-07042026-007,,CSI,JAKOA,04-07-26,
CSI,BIM - WCHM - Create LOD 200 structure model for WCHM,BIM Postsales Total Solution,1,High,High,17,30-04-26,suhadi@10creativesolutions.com,,300,,,,Create LOD 200 structure model for Hospital Pakar Wanita & Kanak-kanak Melaka.,,,CSI,WCHM,13-04-26,
CSI,Tender - UniMAP - Firewall,Tender / RFP,1,High,High,16,30-04-26,suhadi@10creativesolutions.com,,24,T/UniMAP/DMDC/26/04,,,PEROLEHAN BAGI SEWAAN PERALATAN RANGKAIAN KESELAMATAN NETWORK FIREWALL SECARA SEWA GUNA SERTA KHIDMAT SOKONGAN DAN PENYELENGGARAAN PERALATAN YANG BERKAITAN UNTUK TEMPOH TIGA (3) TAHUN DI UNIVERSITI MALAYSIA PERLIS,200-14042026-004,,CSI,UniMAP,14-04-26,
CSI,*Tender - NAHRIM - Infra,Tender / RFP,1,High,High,16,30-04-26,suhadi@10creativesolutions.com,,24,QT260000000004563,,,PEROLEHAN PEMODENAN INFRASTRUKTUR DAN INFOSTRUKTUR PUSAT DATA AIR NEGARA 2040: SKOP BEKALAN HCI DAN STORAN KEPADA INSTITUT PENYELIDIKAN AIR KEBANGSAAN MALAYSIA,200-09042026-002,,CSI,NAHRIM,14-04-26,
CSI,BIM - HUSM - HUSM - Create ICT legend for loaded manual,BIM Postsales Total Solution,1,High,High,3,30-04-26,suhadi@10creativesolutions.com,,24,,,,Create ICT legend for loaded manual,,,CSI,HUSM,27-04-26,
CSI,Tender - JUPEM - HCI,Tender / RFP,1,High,High,20,04-05-26,suhadi@10creativesolutions.com,,24,QT260000000007474,,,"PEROLEHAN MENAIKTARAF SERVER HCI DAN STORAN BAGI JABATAN UKUR DAN PEMETAAN MALAYSIA (JUPEM), KEMENTERIAN SUMBER ASLI DAN KELESTARIAN ALAM (NRES) - T4/2026",200-14042026-003,,CSI,JUPEM,14-04-26,
CSI,Tender - POJ - ICT,Tender / RFP,1,High,High,20,04-05-26,suhadi@10creativesolutions.com,,24,QT260000000005332,,,"PERKHIDMATAN SEWAAN KOMPUTER DESKTOP, KOMPUTER LAPTOP DAN PENCETAK MONOKROM BAGI TEMPOH 28 BULAN UNTUK KEGUNAAN MAHKAMAH DI SELURUH MALAYSIA.",200-14042026-006,,CSI,POJ,14-04-26,
CSI,Tender - MTIB - Sistem,Tender / RFP,1,High,High,20,04-05-26,suhadi@10creativesolutions.com,,24,MTIB/T/001/2026,,,TENDER PEMODENAN SISTEM PELESENAN DAN PENGUATKUASAAN INDUSTRI KAYU (FASA 1),200-17042026-003,,CSI,MTIB,14-04-26,
CSI,Tender - POJ - ICT,Tender / RFP,1,High,High,18,04-05-26,suhadi@10creativesolutions.com,,24,QT260000000009926,,,"PERKHIDMATAN SEWAAN KOMPUTER DESKTOP, KOMPUTER LAPTOP, TABLET DAN PENCETAK MONOKROM BAGI TEMPOH 32 BULAN UNTUK KEGUNAAN MAHKAMAH DI SELURUH MALAYSIA",,,CSI,POJ,16-04-26,
CSI,Tender - KKK.LANAS - WIFI,Tender / RFP,1,High,High,9,06-05-26,suhadi@10creativesolutions.com,,24,QT260000000005734,,,PEROLEHAN PERALATAN SISTEM RANGKAIAN KAMPUS (WIFI) DALAM MENYOKONG PEMANTAPAN INFRASTUKTUR ICT - PERKABELAN SISTEM RANGKAIAN KAMPUS KOLEJ KOMUNITI KOK LANAS,200-27042026-005,,CSI,KKK.LANAS,27-04-26,
CSI,Tender - Arkib - Pusat Data,Tender / RFP,1,High,High,20,07-05-26,suhadi@10creativesolutions.com,,24,QT260000000007856,,,PERKHIDMATAN PEMBAHARUAN LESEN DAN PENYELENGGARAAN PERALATAN DAN PERISIAN DI PUSAT DATA UTAMA ANM DAN PROJEK DRC BAGI TEMPOH TIGA (3) TAHUN DI ARKIB NEGARA MALAYSIA (ANM),200-17042026-002,,CSI,Arkib,17-04-26,
CSI,Tender - HKBPP - Network,Tender / RFP,1,High,High,0,07-05-26,suhadi@10creativesolutions.com,,24,QT260000000009223,,,"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI, MENGKONFIGURASI DAN MENTAULIAH GUNA PERKAKASAN ICT DAN RANGKAIAN DI HOSPITAL KEPALA BATAS, PULAU PINANG,
KEMENTERIAN KESIHATAN MALAYSIA BAGI TEMPOH KONTRAK 44 BULAN",,,CSI,HKBPP,05-07-26,
CSI,Tender - JPN - Server,Tender / RFP,1,High,High,10,07-05-26,suhadi@10creativesolutions.com,,24,QT260000000011145,,,"MEMBEKAL, MENGHANTAR, MEMASANG, MENGKONFIGURASI, MENGUJI DAN MENTAULIAH PERKAKASAN DAN PERISIAN SERVER UNTUK KEGUNAAN JABATAN PENDAFTARAN NEGARA (JPN)",200-27042026-003,,CSI,JPN,27-04-26,
CSI,Tender - KESUMA - Network,Tender / RFP,1,High,High,11,08-05-26,suhadi@10creativesolutions.com,,24,QT250000000035377,,,"TENDER PEMBEKALAN PERKAKASAN RANGKAIAN UNTUK KEGUNAAN PUSAT DATA MAHKAMAH PERUSAHAAN MALAYSIA, KEMENTERIAN SUMBER MANUSIA",200-17042026-005,,CSI,KESUMA,27-04-26,
CSI,Tender - Consultant - Arkeologi - Prebid,Tender / RFP,1,High,High,39,10-05-26,suhadi@10creativesolutions.com,,24,Arkeologi.Prebid,,,Arkeologi - SBAR & UCM,,,CSI,Arkeologi,01-04-26,
CSI,Tender - Consultant - SMKSI - Prebid,Tender / RFP,1,High,High,39,10-05-26,suhadi@10creativesolutions.com,,24,SMKSI.Prebid,,,SMK Seri Iskandar - SBAR & UCM,,,CSI,SMKSI,01-04-26,
CSI,Tender - Unimap - Network,Tender / RFP,1,High,High,14,11-05-26,suhadi@10creativesolutions.com,,24,T/UniMAP/DMDC/26/06,,,PERKHIDMATAN PENYELENGGARAAN DAN KHIDMAT SOKONGAN BAGI PERKAKASAN RANGKAIAN DAN PELAYAN SERTA PERKHIDMATAN BERKAITAN DI PUSAT DATA KAMPUS PAUH PUTRA BAGI TEMPOH 3 TAHUN UNTUK UNIVERSITI MALAYSIA PERLIS (UniMAP),200-22042026-002,,CSI,Unimap,27-04-26,
